ID,RSU ID,RSU Code,Hoto Date ,ID (Executed),Executed FAT (Executed),Executed HP (Executed),Hoto Item (Executed),Incremental Hoto(fibre length) (Executed)
,CNH-0-KTK-11336,CNH-0,2024-12-20,,8,64,SER-FSDU-CFT-6F,582
,,,,,8,64,SER-FSDU-CFT-12F,0
,,,,,8,64,SER-FSDU-CFT-24F,190
,,,,,8,64,SER-FSDU-CFT-48F,0
,CTO-0-KTK-11337,CTO-0,2023-01-22,,229,2096,SER-FSDU-CFT-6F,11947
,,,,,229,2096,SER-FSDU-CFT-12F,3980
,,,,,229,2096,SER-FSDU-CFT-24F,4787
,,,,,229,2096,SER-FSDU-CFT-48F,0
,CTO-0-KTK-11337,CTO-0,2024-03-20,,2,16,SER-FSDU-CFT-6F,142
,,,,,2,16,SER-FSDU-CFT-12F,0
,,,,,2,16,SER-FSDU-CFT-24F,0
,,,,,2,16,SER-FSDU-CFT-48F,0
,DHL-0-KTK-11338,DHL-0,2024-03-20,,134,1576,SER-FSDU-CFT-6F,5568
,,,,,134,1576,SER-FSDU-CFT-12F,1617
,,,,,134,1576,SER-FSDU-CFT-24F,3772
,,,,,134,1576,SER-FSDU-CFT-48F,0
,DHL-0-KTK-11338,DHL-0,2024-05-20,,149,1560,SER-FSDU-CFT-6F,4779
,,,,,149,1560,SER-FSDU-CFT-12F,2969
,,,,,149,1560,SER-FSDU-CFT-24F,3973
,,,,,149,1560,SER-FSDU-CFT-48F,0
,DHL-0-KTK-11338,DHL-0,2025-09-02,,0,0,SER-FSDU-CFT-6F,283
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,DLW-0-KTK-11339,DLW-0,2023-12-20,,35,488,SER-FSDU-CFT-6F,1203
,,,,,35,488,SER-FSDU-CFT-12F,521
,,,,,35,488,SER-FSDU-CFT-24F,778
,,,,,35,488,SER-FSDU-CFT-48F,0
,DLZ-0-KTK-11340,DLZ-0,2025-08-20,,64,560,SER-FSDU-CFT-6F,2314
,,,,,64,560,SER-FSDU-CFT-12F,907
,,,,,64,560,SER-FSDU-CFT-24F,459
,,,,,64,560,SER-FSDU-CFT-48F,479
,DRK-0-KTK-11341,DRK-0,2024-07-20,,59,472,SER-FSDU-CFT-6F,1977
,,,,,59,472,SER-FSDU-CFT-12F,1609
,,,,,59,472,SER-FSDU-CFT-24F,1200
,,,,,59,472,SER-FSDU-CFT-48F,0
,DRK-0-KTK-11341,DRK-0,2025-03-20,,21,168,SER-FSDU-CFT-6F,1001
,,,,,21,168,SER-FSDU-CFT-12F,348
,,,,,21,168,SER-FSDU-CFT-24F,0
,,,,,21,168,SER-FSDU-CFT-48F,0
,DRK-0-KTK-11341,DRK-0,2025-05-20,,14,112,SER-FSDU-CFT-6F,386
,,,,,14,112,SER-FSDU-CFT-12F,396
,,,,,14,112,SER-FSDU-CFT-24F,546
,,,,,14,112,SER-FSDU-CFT-48F,0
,DRK-0-KTK-11341,DRK-0,2025-08-20,,18,168,SER-FSDU-CFT-6F,1160
,,,,,18,168,SER-FSDU-CFT-12F,0
,,,,,18,168,SER-FSDU-CFT-24F,0
,,,,,18,168,SER-FSDU-CFT-48F,0
,DRR-0-KTK-11342,DRR-0,2024-01-20,,208,2264,SER-FSDU-CFT-6F,5454
,,,,,208,2264,SER-FSDU-CFT-12F,6145
,,,,,208,2264,SER-FSDU-CFT-24F,2746
,,,,,208,2264,SER-FSDU-CFT-48F,0
,DRR-0-KTK-11342,DRR-0,2024-02-20,,37,360,SER-FSDU-CFT-6F,845
,,,,,37,360,SER-FSDU-CFT-12F,1397
,,,,,37,360,SER-FSDU-CFT-24F,761
,,,,,37,360,SER-FSDU-CFT-48F,0
,DRR-0-KTK-11342,DRR-0,2025-03-20,,13,152,SER-FSDU-CFT-6F,526
,,,,,13,152,SER-FSDU-CFT-12F,279
,,,,,13,152,SER-FSDU-CFT-24F,0
,,,,,13,152,SER-FSDU-CFT-48F,0
,DRR-0-KTK-11342,DRR-0,2025-06-20,,1,24,SER-FSDU-CFT-6F,144
,,,,,1,24,SER-FSDU-CFT-12F,0
,,,,,1,24,SER-FSDU-CFT-24F,0
,,,,,1,24,SER-FSDU-CFT-48F,0
,DSR-0-KTK-11343,DSR-0,2023-12-20,,133,1368,SER-FSDU-CFT-6F,3866
,,,,,133,1368,SER-FSDU-CFT-12F,1073
,,,,,133,1368,SER-FSDU-CFT-24F,4054
,,,,,133,1368,SER-FSDU-CFT-48F,0
,DTT-0-KTK-11344,DTT-0,2024-07-20,,197,1936,SER-FSDU-CFT-6F,6044
,,,,,197,1936,SER-FSDU-CFT-12F,4188
,,,,,197,1936,SER-FSDU-CFT-24F,2946
,,,,,197,1936,SER-FSDU-CFT-48F,0
,DTT-0-KTK-11344,DTT-0,2025-04-20,,12,96,SER-FSDU-CFT-6F,619
,,,,,12,96,SER-FSDU-CFT-12F,0
,,,,,12,96,SER-FSDU-CFT-24F,0
,,,,,12,96,SER-FSDU-CFT-48F,0
,DTT-0-KTK-11344,DTT-0,2025-05-20,,27,216,SER-FSDU-CFT-6F,1362
,,,,,27,216,SER-FSDU-CFT-12F,152
,,,,,27,216,SER-FSDU-CFT-24F,0
,,,,,27,216,SER-FSDU-CFT-48F,0
,DTT-0-KTK-11344,DTT-0,2025-07-20,,9,72,SER-FSDU-CFT-6F,212
,,,,,9,72,SER-FSDU-CFT-12F,384
,,,,,9,72,SER-FSDU-CFT-24F,0
,,,,,9,72,SER-FSDU-CFT-48F,0
,EJP-0-KTK-11345,EJP-0,2023-10-18,,115,1640,SER-FSDU-CFT-6F,3401
,,,,,115,1640,SER-FSDU-CFT-12F,2470
,,,,,115,1640,SER-FSDU-CFT-24F,1791
,,,,,115,1640,SER-FSDU-CFT-48F,0
,EJP-0-KTK-11345,EJP-0,2023-10-20,,47,432,SER-FSDU-CFT-6F,1502
,,,,,47,432,SER-FSDU-CFT-12F,529
,,,,,47,432,SER-FSDU-CFT-24F,748
,,,,,47,432,SER-FSDU-CFT-48F,0
,EJP-0-KTK-11345,EJP-0,2025-04-20,,48,520,SER-FSDU-CFT-6F,2947
,,,,,48,520,SER-FSDU-CFT-12F,37
,,,,,48,520,SER-FSDU-CFT-24F,0
,,,,,48,520,SER-FSDU-CFT-48F,0
,EMI-0-KTK-11346,EMI-0,2025-02-20,,77,728,SER-FSDU-CFT-6F,2716
,,,,,77,728,SER-FSDU-CFT-12F,783
,,,,,77,728,SER-FSDU-CFT-24F,1826
,,,,,77,728,SER-FSDU-CFT-48F,0
,EMI-0-KTK-11346,EMI-0,2025-03-20,,10,96,SER-FSDU-CFT-6F,336
,,,,,10,96,SER-FSDU-CFT-12F,17
,,,,,10,96,SER-FSDU-CFT-24F,56
,,,,,10,96,SER-FSDU-CFT-48F,0
,EMR-0-KTK-11347,EMR-0,2023-12-20,,247,3016,SER-FSDU-CFT-6F,5388
,,,,,247,3016,SER-FSDU-CFT-12F,5142
,,,,,247,3016,SER-FSDU-CFT-24F,3434
,,,,,247,3016,SER-FSDU-CFT-48F,0
,EMR-0-KTK-11347,EMR-0,2025-06-20,,12,104,SER-FSDU-CFT-6F,724
,,,,,12,104,SER-FSDU-CFT-12F,0
,,,,,12,104,SER-FSDU-CFT-24F,0
,,,,,12,104,SER-FSDU-CFT-48F,0
,ENL-0-KTK-11348,ENL-0,2025-08-20,,190,1552,SER-FSDU-CFT-6F,8724
,,,,,190,1552,SER-FSDU-CFT-12F,1526
,,,,,190,1552,SER-FSDU-CFT-24F,1042
,,,,,190,1552,SER-FSDU-CFT-48F,1398
,EPR-0-KTK-11349,EPR-0,2023-01-11,,67,824,SER-FSDU-CFT-6F,3134
,,,,,67,824,SER-FSDU-CFT-12F,779
,,,,,67,824,SER-FSDU-CFT-24F,0
,,,,,67,824,SER-FSDU-CFT-48F,0
,EPR-0-KTK-11349,EPR-0,2023-03-20,,134,2072,SER-FSDU-CFT-6F,10119
,,,,,134,2072,SER-FSDU-CFT-12F,4931
,,,,,134,2072,SER-FSDU-CFT-24F,3989
,,,,,134,2072,SER-FSDU-CFT-48F,0
,ESL-0-KTK-11350,ESL-0,2024-08-20,,43,504,SER-FSDU-CFT-6F,2031
,,,,,43,504,SER-FSDU-CFT-12F,366
,,,,,43,504,SER-FSDU-CFT-24F,1072
,,,,,43,504,SER-FSDU-CFT-48F,0
,EWS-0-KTK-11352,EWS-0,2024-01-20,,385,5144,SER-FSDU-CFT-6F,11341
,,,,,385,5144,SER-FSDU-CFT-12F,5647
,,,,,385,5144,SER-FSDU-CFT-24F,4298
,,,,,385,5144,SER-FSDU-CFT-48F,0
,FCE-0-KTK-11353,FCE-0,2023-11-20,,161,1760,SER-FSDU-CFT-6F,3922
,,,,,161,1760,SER-FSDU-CFT-12F,2891
,,,,,161,1760,SER-FSDU-CFT-24F,1793
,,,,,161,1760,SER-FSDU-CFT-48F,0
,GBP-0-KTK-11354,GBP-0,2023-03-20,,192,2272,SER-FSDU-CFT-6F,4072
,,,,,192,2272,SER-FSDU-CFT-12F,3834
,,,,,192,2272,SER-FSDU-CFT-24F,1619
,,,,,192,2272,SER-FSDU-CFT-48F,0
,GBP-0-KTK-11354,GBP-0,2023-04-20,,87,1056,SER-FSDU-CFT-6F,2188
,,,,,87,1056,SER-FSDU-CFT-12F,1760
,,,,,87,1056,SER-FSDU-CFT-24F,864
,,,,,87,1056,SER-FSDU-CFT-48F,0
,GDH-0-KTK-11355,GDH-0,2025-01-20,,156,1592,SER-FSDU-CFT-6F,5115
,,,,,156,1592,SER-FSDU-CFT-12F,2218
,,,,,156,1592,SER-FSDU-CFT-24F,1854
,,,,,156,1592,SER-FSDU-CFT-48F,0
,GDH-0-KTK-11355,GDH-0,2025-02-20,,47,448,SER-FSDU-CFT-6F,1237
,,,,,47,448,SER-FSDU-CFT-12F,555
,,,,,47,448,SER-FSDU-CFT-24F,735
,,,,,47,448,SER-FSDU-CFT-48F,0
,GDH-0-KTK-11355,GDH-0,2025-04-20,,9,88,SER-FSDU-CFT-6F,291
,,,,,9,88,SER-FSDU-CFT-12F,152
,,,,,9,88,SER-FSDU-CFT-24F,438
,,,,,9,88,SER-FSDU-CFT-48F,0
,GDH-0-KTK-11355,GDH-0,2025-05-20,,6,56,SER-FSDU-CFT-6F,330
,,,,,6,56,SER-FSDU-CFT-12F,69
,,,,,6,56,SER-FSDU-CFT-24F,0
,,,,,6,56,SER-FSDU-CFT-48F,0
,GDH-0-KTK-11355,GDH-0,2025-08-20,,7,96,SER-FSDU-CFT-6F,305
,,,,,7,96,SER-FSDU-CFT-12F,0
,,,,,7,96,SER-FSDU-CFT-24F,122
,,,,,7,96,SER-FSDU-CFT-48F,0
,GDX-0-KTK-11356,GDX-0,2024-06-20,,74,776,SER-FSDU-CFT-6F,1945
,,,,,74,776,SER-FSDU-CFT-12F,872
,,,,,74,776,SER-FSDU-CFT-24F,1016
,,,,,74,776,SER-FSDU-CFT-48F,0
,GDX-0-KTK-11356,GDX-0,2024-07-20,,155,1344,SER-FSDU-CFT-6F,4506
,,,,,155,1344,SER-FSDU-CFT-12F,1393
,,,,,155,1344,SER-FSDU-CFT-24F,1691
,,,,,155,1344,SER-FSDU-CFT-48F,0
,GDX-0-KTK-11356,GDX-0,2024-08-20,,102,896,SER-FSDU-CFT-6F,2836
,,,,,102,896,SER-FSDU-CFT-12F,1193
,,,,,102,896,SER-FSDU-CFT-24F,1067
,,,,,102,896,SER-FSDU-CFT-48F,0
,GEH-0-KTK-11357,GEH-0,2024-03-20,,202,1936,SER-FSDU-CFT-6F,4876
,,,,,202,1936,SER-FSDU-CFT-12F,1862
,,,,,202,1936,SER-FSDU-CFT-24F,1505
,,,,,202,1936,SER-FSDU-CFT-48F,0
,GEH-0-KTK-11357,GEH-0,2024-04-20,,30,248,SER-FSDU-CFT-6F,490
,,,,,30,248,SER-FSDU-CFT-12F,166
,,,,,30,248,SER-FSDU-CFT-24F,1121
,,,,,30,248,SER-FSDU-CFT-48F,0
,GEH-0-KTK-11357,GEH-0,2024-08-20,,2,32,SER-FSDU-CFT-6F,92
,,,,,2,32,SER-FSDU-CFT-12F,0
,,,,,2,32,SER-FSDU-CFT-24F,0
,,,,,2,32,SER-FSDU-CFT-48F,0
,GEM-0-KTK-11358,GEM-0,2024-03-20,,96,1048,SER-FSDU-CFT-6F,2425
,,,,,96,1048,SER-FSDU-CFT-12F,1512
,,,,,96,1048,SER-FSDU-CFT-24F,1498
,,,,,96,1048,SER-FSDU-CFT-48F,0
,GEM-0-KTK-11358,GEM-0,2024-05-20,,54,560,SER-FSDU-CFT-6F,1535
,,,,,54,560,SER-FSDU-CFT-12F,538
,,,,,54,560,SER-FSDU-CFT-24F,1582
,,,,,54,560,SER-FSDU-CFT-48F,0
,GLU-0-KTK-11359,GLU-0,2024-02-20,,42,504,SER-FSDU-CFT-6F,1251
,,,,,42,504,SER-FSDU-CFT-12F,610
,,,,,42,504,SER-FSDU-CFT-24F,803
,,,,,42,504,SER-FSDU-CFT-48F,0
,GLU-0-KTK-11359,GLU-0,2024-03-20,,89,1288,SER-FSDU-CFT-6F,2905
,,,,,89,1288,SER-FSDU-CFT-12F,1658
,,,,,89,1288,SER-FSDU-CFT-24F,1579
,,,,,89,1288,SER-FSDU-CFT-48F,0
,GLU-0-KTK-11359,GLU-0,2024-04-20,,4,64,SER-FSDU-CFT-6F,384
,,,,,4,64,SER-FSDU-CFT-12F,0
,,,,,4,64,SER-FSDU-CFT-24F,0
,,,,,4,64,SER-FSDU-CFT-48F,0
,GRZ-0-KTK-11360,GRZ-0,2024-07-20,,190,1864,SER-FSDU-CFT-6F,3983
,,,,,190,1864,SER-FSDU-CFT-12F,2032
,,,,,190,1864,SER-FSDU-CFT-24F,2110
,,,,,190,1864,SER-FSDU-CFT-48F,0
,GRZ-0-KTK-11360,GRZ-0,2024-09-20,,15,128,SER-FSDU-CFT-6F,455
,,,,,15,128,SER-FSDU-CFT-12F,103
,,,,,15,128,SER-FSDU-CFT-24F,195
,,,,,15,128,SER-FSDU-CFT-48F,0
,GRZ-0-KTK-11360,GRZ-0,2025-08-20,,32,256,SER-FSDU-CFT-6F,419
,,,,,32,256,SER-FSDU-CFT-12F,1226
,,,,,32,256,SER-FSDU-CFT-24F,0
,,,,,32,256,SER-FSDU-CFT-48F,0
,GVM-0-KTK-11361,GVM-0,2024-06-20,,86,792,SER-FSDU-CFT-6F,1820
,,,,,86,792,SER-FSDU-CFT-12F,1487
,,,,,86,792,SER-FSDU-CFT-24F,543
,,,,,86,792,SER-FSDU-CFT-48F,0
,GVM-0-KTK-11361,GVM-0,2024-07-20,,234,1976,SER-FSDU-CFT-6F,5951
,,,,,234,1976,SER-FSDU-CFT-12F,1974
,,,,,234,1976,SER-FSDU-CFT-24F,2809
,,,,,234,1976,SER-FSDU-CFT-48F,0
,GVM-0-KTK-11361,GVM-0,2024-08-20,,6,64,SER-FSDU-CFT-6F,76
,,,,,6,64,SER-FSDU-CFT-12F,100
,,,,,6,64,SER-FSDU-CFT-24F,0
,,,,,6,64,SER-FSDU-CFT-48F,0
,GZM-0-KTK-11362,GZM-0,2024-11-20,,147,1352,SER-FSDU-CFT-6F,5078
,,,,,147,1352,SER-FSDU-CFT-12F,1364
,,,,,147,1352,SER-FSDU-CFT-24F,2708
,,,,,147,1352,SER-FSDU-CFT-48F,0
,GZM-0-KTK-11362,GZM-0,2024-12-20,,34,312,SER-FSDU-CFT-6F,1300
,,,,,34,312,SER-FSDU-CFT-12F,79
,,,,,34,312,SER-FSDU-CFT-24F,981
,,,,,34,312,SER-FSDU-CFT-48F,0
,GZM-0-KTK-11362,GZM-0,2025-04-20,,4,32,SER-FSDU-CFT-6F,263
,,,,,4,32,SER-FSDU-CFT-12F,0
,,,,,4,32,SER-FSDU-CFT-24F,0
,,,,,4,32,SER-FSDU-CFT-48F,0
,HAA-0-KTK-11363,HAA-0,2024-10-20,,23,192,SER-FSDU-CFT-6F,1171
,,,,,23,192,SER-FSDU-CFT-12F,121
,,,,,23,192,SER-FSDU-CFT-24F,722
,,,,,23,192,SER-FSDU-CFT-48F,0
,HBR-0-KTK-11364,HBR-0,2024-03-20,,248,2608,SER-FSDU-CFT-6F,8527
,,,,,248,2608,SER-FSDU-CFT-12F,3242
,,,,,248,2608,SER-FSDU-CFT-24F,5321
,,,,,248,2608,SER-FSDU-CFT-48F,0
,HBR-0-KTK-11364,HBR-0,2024-08-20,,8,64,SER-FSDU-CFT-6F,159
,,,,,8,64,SER-FSDU-CFT-12F,240
,,,,,8,64,SER-FSDU-CFT-24F,54
,,,,,8,64,SER-FSDU-CFT-48F,0
,HBR-0-KTK-11364,HBR-0,2025-03-20,,12,96,SER-FSDU-CFT-6F,772
,,,,,12,96,SER-FSDU-CFT-12F,0
,,,,,12,96,SER-FSDU-CFT-24F,0
,,,,,12,96,SER-FSDU-CFT-48F,0
,HBR-0-KTK-11364,HBR-0,2025-07-20,,2,16,SER-FSDU-CFT-6F,114
,,,,,2,16,SER-FSDU-CFT-12F,0
,,,,,2,16,SER-FSDU-CFT-24F,0
,,,,,2,16,SER-FSDU-CFT-48F,0
,HIS-0-KTK-11365,HIS-0,2023-07-20,,84,760,SER-FSDU-CFT-6F,3299
,,,,,84,760,SER-FSDU-CFT-12F,1859
,,,,,84,760,SER-FSDU-CFT-24F,601
,,,,,84,760,SER-FSDU-CFT-48F,0
,HIS-0-KTK-11365,HIS-0,2023-08-20,,82,776,SER-FSDU-CFT-6F,2190
,,,,,82,776,SER-FSDU-CFT-12F,2323
,,,,,82,776,SER-FSDU-CFT-24F,1229
,,,,,82,776,SER-FSDU-CFT-48F,0
,HIS-0-KTK-11365,HIS-0,2023-10-20,,29,232,SER-FSDU-CFT-6F,1755
,,,,,29,232,SER-FSDU-CFT-12F,43
,,,,,29,232,SER-FSDU-CFT-24F,1039
,,,,,29,232,SER-FSDU-CFT-48F,0
,HKB-0-KTK-11366,HKB-0,2024-03-20,,196,2392,SER-FSDU-CFT-6F,4908
,,,,,196,2392,SER-FSDU-CFT-12F,3979
,,,,,196,2392,SER-FSDU-CFT-24F,5146
,,,,,196,2392,SER-FSDU-CFT-48F,0
,HKB-0-KTK-11366,HKB-0,2024-06-20,,10,120,SER-FSDU-CFT-6F,807
,,,,,10,120,SER-FSDU-CFT-12F,186
,,,,,10,120,SER-FSDU-CFT-24F,0
,,,,,10,120,SER-FSDU-CFT-48F,0
,HKB-0-KTK-11366,HKB-0,2025-06-20,,18,152,SER-FSDU-CFT-6F,1068
,,,,,18,152,SER-FSDU-CFT-12F,61
,,,,,18,152,SER-FSDU-CFT-24F,0
,,,,,18,152,SER-FSDU-CFT-48F,0
,HMM-0-KTK-11367,HMM-0,2024-03-20,,148,1400,SER-FSDU-CFT-6F,4999
,,,,,148,1400,SER-FSDU-CFT-12F,1711
,,,,,148,1400,SER-FSDU-CFT-24F,2415
,,,,,148,1400,SER-FSDU-CFT-48F,0
,HMM-0-KTK-11367,HMM-0,2024-05-20,,124,1280,SER-FSDU-CFT-6F,4342
,,,,,124,1280,SER-FSDU-CFT-12F,1339
,,,,,124,1280,SER-FSDU-CFT-24F,1295
,,,,,124,1280,SER-FSDU-CFT-48F,0
,HNR-0-KTK-11368,HNR-0,2024-05-20,,115,1336,SER-FSDU-CFT-6F,5533
,,,,,115,1336,SER-FSDU-CFT-12F,6593
,,,,,115,1336,SER-FSDU-CFT-24F,3093
,,,,,115,1336,SER-FSDU-CFT-48F,0
,HRJ-0-KTK-11369,HRJ-0,2025-08-20,,125,1072,SER-FSDU-CFT-6F,4341
,,,,,125,1072,SER-FSDU-CFT-12F,1921
,,,,,125,1072,SER-FSDU-CFT-24F,1343
,,,,,125,1072,SER-FSDU-CFT-48F,0
,HRR-0-KTK-11370,HRR-0,2024-07-20,,243,1944,SER-FSDU-CFT-6F,4320
,,,,,243,1944,SER-FSDU-CFT-12F,1421
,,,,,243,1944,SER-FSDU-CFT-24F,2639
,,,,,243,1944,SER-FSDU-CFT-48F,0
,HRX-0-KTK-11371,HRX-0,2024-11-20,,130,1240,SER-FSDU-CFT-6F,4268
,,,,,130,1240,SER-FSDU-CFT-12F,1519
,,,,,130,1240,SER-FSDU-CFT-24F,5100
,,,,,130,1240,SER-FSDU-CFT-48F,0
,HSR-0-KTK-11372,HSR-0,2023-01-21,,252,2904,SER-FSDU-CFT-6F,12820
,,,,,252,2904,SER-FSDU-CFT-12F,4125
,,,,,252,2904,SER-FSDU-CFT-24F,9647
,,,,,252,2904,SER-FSDU-CFT-48F,0
,HSR-0-KTK-11372,HSR-0,2023-07-20,,36,576,SER-FSDU-CFT-6F,2022
,,,,,36,576,SER-FSDU-CFT-12F,484
,,,,,36,576,SER-FSDU-CFT-24F,0
,,,,,36,576,SER-FSDU-CFT-48F,0
,HTR-0-KTK-11373,HTR-0,2024-09-20,,217,1808,SER-FSDU-CFT-6F,5768
,,,,,217,1808,SER-FSDU-CFT-12F,2977
,,,,,217,1808,SER-FSDU-CFT-24F,4063
,,,,,217,1808,SER-FSDU-CFT-48F,0
,HYS-0-KTK-11374,HYS-0,2022-11-20,,110,1152,SER-FSDU-CFT-6F,7692
,,,,,110,1152,SER-FSDU-CFT-12F,6649
,,,,,110,1152,SER-FSDU-CFT-24F,0
,,,,,110,1152,SER-FSDU-CFT-48F,0
,HYS-0-KTK-11374,HYS-0,2022-12-20,,78,768,SER-FSDU-CFT-6F,7580
,,,,,78,768,SER-FSDU-CFT-12F,4710
,,,,,78,768,SER-FSDU-CFT-24F,0
,,,,,78,768,SER-FSDU-CFT-48F,0
,HYS-0-KTK-11374,HYS-0,2023-04-20,,58,984,SER-FSDU-CFT-6F,4796
,,,,,58,984,SER-FSDU-CFT-12F,0
,,,,,58,984,SER-FSDU-CFT-24F,0
,,,,,58,984,SER-FSDU-CFT-48F,0
,IDR-0-KTK-11375,IDR-0,2025-07-20,,293,3376,SER-FSDU-CFT-6F,13710
,,,,,293,3376,SER-FSDU-CFT-12F,2464
,,,,,293,3376,SER-FSDU-CFT-24F,4209
,,,,,293,3376,SER-FSDU-CFT-48F,0
,IDR-0-KTK-11375,IDR-0,2025-08-20,,15,160,SER-FSDU-CFT-6F,690
,,,,,15,160,SER-FSDU-CFT-12F,0
,,,,,15,160,SER-FSDU-CFT-24F,1049
,,,,,15,160,SER-FSDU-CFT-48F,0
,IRD-0-KTK-11376,IRD-0,2024-06-20,,65,640,SER-FSDU-CFT-6F,3822
,,,,,65,640,SER-FSDU-CFT-12F,2976
,,,,,65,640,SER-FSDU-CFT-24F,129
,,,,,65,640,SER-FSDU-CFT-48F,0
,JBN-0-KTK-11377,JBN-0,2024-09-20,,43,416,SER-FSDU-CFT-6F,1220
,,,,,43,416,SER-FSDU-CFT-12F,505
,,,,,43,416,SER-FSDU-CFT-24F,1163
,,,,,43,416,SER-FSDU-CFT-48F,0
,JBN-0-KTK-11377,JBN-0,2024-12-20,,7,96,SER-FSDU-CFT-6F,188
,,,,,7,96,SER-FSDU-CFT-12F,99
,,,,,7,96,SER-FSDU-CFT-24F,0
,,,,,7,96,SER-FSDU-CFT-48F,0
,JBN-0-KTK-11377,JBN-0,2025-06-20,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,400
,,,,,0,0,SER-FSDU-CFT-48F,0
,JBN-0-KTK-11377,JBN-0,2025-07-20,,6,48,SER-FSDU-CFT-6F,415
,,,,,6,48,SER-FSDU-CFT-12F,0
,,,,,6,48,SER-FSDU-CFT-24F,0
,,,,,6,48,SER-FSDU-CFT-48F,0
,JBV-0-KTK-11378,JBV-0,2025-07-20,,103,824,SER-FSDU-CFT-6F,3590
,,,,,103,824,SER-FSDU-CFT-12F,1894
,,,,,103,824,SER-FSDU-CFT-24F,1289
,,,,,103,824,SER-FSDU-CFT-48F,1456
,JBW-0-KTK-11379,JBW-0,2024-07-20,,104,896,SER-FSDU-CFT-6F,4220
,,,,,104,896,SER-FSDU-CFT-12F,1507
,,,,,104,896,SER-FSDU-CFT-24F,1020
,,,,,104,896,SER-FSDU-CFT-48F,0
,JBW-0-KTK-11379,JBW-0,2025-01-20,,1,16,SER-FSDU-CFT-6F,30
,,,,,1,16,SER-FSDU-CFT-12F,0
,,,,,1,16,SER-FSDU-CFT-24F,0
,,,,,1,16,SER-FSDU-CFT-48F,0
,JGP-0-KTK-11380,JGP-0,2024-01-20,,131,1296,SER-FSDU-CFT-6F,4081
,,,,,131,1296,SER-FSDU-CFT-12F,996
,,,,,131,1296,SER-FSDU-CFT-24F,2581
,,,,,131,1296,SER-FSDU-CFT-48F,0
,JGP-0-KTK-11380,JGP-0,2024-04-20,,0,0,SER-FSDU-CFT-6F,341
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,907
,,,,,0,0,SER-FSDU-CFT-48F,0
,JGP-0-KTK-11380,JGP-0,2024-11-20,,6,72,SER-FSDU-CFT-6F,477
,,,,,6,72,SER-FSDU-CFT-12F,0
,,,,,6,72,SER-FSDU-CFT-24F,325
,,,,,6,72,SER-FSDU-CFT-48F,0
,JRN-0-KTK-11381,JRN-0,2024-01-20,,146,1448,SER-FSDU-CFT-6F,3647
,,,,,146,1448,SER-FSDU-CFT-12F,2791
,,,,,146,1448,SER-FSDU-CFT-24F,2631
,,,,,146,1448,SER-FSDU-CFT-48F,0
,JRN-0-KTK-11381,JRN-0,2024-02-20,,88,1000,SER-FSDU-CFT-6F,1883
,,,,,88,1000,SER-FSDU-CFT-12F,1720
,,,,,88,1000,SER-FSDU-CFT-24F,1365
,,,,,88,1000,SER-FSDU-CFT-48F,0
,JRN-0-KTK-11381,JRN-0,2024-03-20,,74,704,SER-FSDU-CFT-6F,2405
,,,,,74,704,SER-FSDU-CFT-12F,982
,,,,,74,704,SER-FSDU-CFT-24F,1265
,JRN-0-KTK-11381,JRN-0,2024-03-21,,49,504,SER-FSDU-CFT-6F,1446
,,,,,49,504,SER-FSDU-CFT-12F,1148
,,,,,49,504,SER-FSDU-CFT-24F,483
,,,,,49,504,SER-FSDU-CFT-48F,0
,JRN-0-KTK-11381,JRN-0,2024-05-20,,94,984,SER-FSDU-CFT-6F,3155
,,,,,94,984,SER-FSDU-CFT-12F,1629
,,,,,94,984,SER-FSDU-CFT-24F,1562
,,,,,94,984,SER-FSDU-CFT-48F,0
,JRN-0-KTK-11381,JRN-0,2024-06-20,,51,480,SER-FSDU-CFT-6F,1310
,,,,,51,480,SER-FSDU-CFT-12F,1210
,,,,,51,480,SER-FSDU-CFT-24F,856
,,,,,51,480,SER-FSDU-CFT-48F,0
,JRO-0-KTK-11382,JRO-0,2024-02-20,,391,3440,SER-FSDU-CFT-6F,10152
,,,,,391,3440,SER-FSDU-CFT-12F,3104
,,,,,391,3440,SER-FSDU-CFT-24F,4411
,,,,,391,3440,SER-FSDU-CFT-48F,0
,JRO-0-KTK-11382,JRO-0,2024-05-20,,24,200,SER-FSDU-CFT-6F,688
,,,,,24,200,SER-FSDU-CFT-12F,216
,,,,,24,200,SER-FSDU-CFT-24F,309
,,,,,24,200,SER-FSDU-CFT-48F,0
,JRO-0-KTK-11382,JRO-0,2025-03-20,,12,112,SER-FSDU-CFT-6F,348
,,,,,12,112,SER-FSDU-CFT-12F,121
,,,,,12,112,SER-FSDU-CFT-24F,0
,,,,,12,112,SER-FSDU-CFT-48F,0
,JYU-0-KTK-11384,JYU-0,2024-01-20,,77,720,SER-FSDU-CFT-6F,2794
,,,,,77,720,SER-FSDU-CFT-12F,1008
,,,,,77,720,SER-FSDU-CFT-24F,1549
,,,,,77,720,SER-FSDU-CFT-48F,0
