ID,RSU ID,RSU Code,Hoto Date ,ID (Executed),Executed FAT (Executed),Executed HP (Executed),Hoto Item (Executed),Incremental Hoto(fibre length) (Executed)
,JYU-0-KTK-11384,JYU-0,2025-05-20,,2,16,SER-FSDU-CFT-6F,72
,,,,,2,16,SER-FSDU-CFT-12F,0
,,,,,2,16,SER-FSDU-CFT-24F,0
,,,,,2,16,SER-FSDU-CFT-48F,0
,KHR-0-KTK-11385,KHR-0,2024-09-20,,115,1072,SER-FSDU-CFT-6F,4899
,,,,,115,1072,SER-FSDU-CFT-12F,1821
,,,,,115,1072,SER-FSDU-CFT-24F,1824
,,,,,115,1072,SER-FSDU-CFT-48F,0
,KHR-0-KTK-11385,KHR-0,2024-12-20,,164,1432,SER-FSDU-CFT-6F,6860
,,,,,164,1432,SER-FSDU-CFT-12F,1632
,,,,,164,1432,SER-FSDU-CFT-24F,5696
,,,,,164,1432,SER-FSDU-CFT-48F,0
,KKR-0-KTK-11386,KKR-0,2024-06-20,,106,1232,SER-FSDU-CFT-6F,3469
,,,,,106,1232,SER-FSDU-CFT-12F,1614
,,,,,106,1232,SER-FSDU-CFT-24F,1622
,,,,,106,1232,SER-FSDU-CFT-48F,0
,KKR-0-KTK-11386,KKR-0,2024-08-20,,115,960,SER-FSDU-CFT-6F,3352
,,,,,115,960,SER-FSDU-CFT-12F,1025
,,,,,115,960,SER-FSDU-CFT-24F,2502
,,,,,115,960,SER-FSDU-CFT-48F,0
,KKR-0-KTK-11386,KKR-0,2024-10-20,,4,40,SER-FSDU-CFT-6F,212
,,,,,4,40,SER-FSDU-CFT-12F,0
,,,,,4,40,SER-FSDU-CFT-24F,64
,,,,,4,40,SER-FSDU-CFT-48F,0
,KLT-0-KTK-11387,KLT-0,2025-03-20,,223,2160,SER-FSDU-CFT-6F,6959
,,,,,223,2160,SER-FSDU-CFT-12F,3053
,,,,,223,2160,SER-FSDU-CFT-24F,5606
,,,,,223,2160,SER-FSDU-CFT-48F,0
,KLT-0-KTK-11387,KLT-0,2025-04-20,,32,336,SER-FSDU-CFT-6F,1269
,,,,,32,336,SER-FSDU-CFT-12F,452
,,,,,32,336,SER-FSDU-CFT-24F,448
,,,,,32,336,SER-FSDU-CFT-48F,0
,KLT-0-KTK-11387,KLT-0,2025-05-20,,11,144,SER-FSDU-CFT-6F,220
,,,,,11,144,SER-FSDU-CFT-12F,386
,,,,,11,144,SER-FSDU-CFT-24F,22
,,,,,11,144,SER-FSDU-CFT-48F,0
,KLU-0-KTK-11388,KLU-0,2024-08-20,,155,1296,SER-FSDU-CFT-6F,5869
,,,,,155,1296,SER-FSDU-CFT-12F,1473
,,,,,155,1296,SER-FSDU-CFT-24F,2820
,,,,,155,1296,SER-FSDU-CFT-48F,0
,KR8-0-KTK-11389,KR8-0,2025-07-20,,168,1384,SER-FSDU-CFT-6F,2435
,,,,,168,1384,SER-FSDU-CFT-12F,2115
,,,,,168,1384,SER-FSDU-CFT-24F,2240
,,,,,168,1384,SER-FSDU-CFT-48F,1756
,KRL-0-KTK-11390,KRL-0,2023-08-20,,35,384,SER-FSDU-CFT-6F,1354
,,,,,35,384,SER-FSDU-CFT-12F,125
,,,,,35,384,SER-FSDU-CFT-24F,525
,,,,,35,384,SER-FSDU-CFT-48F,0
,KRL-0-KTK-11390,KRL-0,2023-09-20,,119,1424,SER-FSDU-CFT-6F,4118
,,,,,119,1424,SER-FSDU-CFT-12F,3110
,,,,,119,1424,SER-FSDU-CFT-24F,1817
,,,,,119,1424,SER-FSDU-CFT-48F,0
,KRL-0-KTK-11390,KRL-0,2023-10-20,,46,624,SER-FSDU-CFT-6F,2078
,,,,,46,624,SER-FSDU-CFT-12F,1224
,,,,,46,624,SER-FSDU-CFT-24F,570
,,,,,46,624,SER-FSDU-CFT-48F,0
,KRX-0-KTK-11391,KRX-0,2024-08-20,,122,1168,SER-FSDU-CFT-6F,4034
,,,,,122,1168,SER-FSDU-CFT-12F,1408
,,,,,122,1168,SER-FSDU-CFT-24F,3725
,,,,,122,1168,SER-FSDU-CFT-48F,0
,KSL-0-KTK-11392,KSL-0,2024-03-20,,169,1728,SER-FSDU-CFT-6F,3954
,,,,,169,1728,SER-FSDU-CFT-12F,4582
,,,,,169,1728,SER-FSDU-CFT-24F,3070
,,,,,169,1728,SER-FSDU-CFT-48F,0
,KUD-0-KTK-11393,KUD-0,2024-02-20,,41,592,SER-FSDU-CFT-6F,617
,,,,,41,592,SER-FSDU-CFT-12F,585
,,,,,41,592,SER-FSDU-CFT-24F,1980
,,,,,41,592,SER-FSDU-CFT-48F,0
,KUD-0-KTK-11393,KUD-0,2024-10-20,,0,0,SER-FSDU-CFT-6F,399
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,KUD-0-KTK-11393,KUD-0,2025-04-20,,0,0,SER-FSDU-CFT-6F,108
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,LGD-0-KTK-11394,LGD-0,2024-03-20,,53,728,SER-FSDU-CFT-6F,2635
,,,,,57,784,SER-FSDU-CFT-12F,811
,,,,,53,728,SER-FSDU-CFT-24F,1058
,,,,,57,784,SER-FSDU-CFT-48F,0
,LGD-0-KTK-11394,LGD-0,2024-03-21,,4,56,SER-FSDU-CFT-6F,130
,,,,,4,56,SER-FSDU-CFT-12F,524
,LGD-0-KTK-11394,LGD-0,2024-05-20,,89,944,SER-FSDU-CFT-6F,4677
,,,,,89,944,SER-FSDU-CFT-12F,1290
,,,,,89,944,SER-FSDU-CFT-24F,2816
,,,,,89,944,SER-FSDU-CFT-48F,0
,LGD-0-KTK-11394,LGD-0,2024-12-20,,3,24,SER-FSDU-CFT-6F,67
,,,,,3,24,SER-FSDU-CFT-12F,0
,,,,,3,24,SER-FSDU-CFT-24F,60
,,,,,3,24,SER-FSDU-CFT-48F,0
,LGJ-0-KTK-11395,LGJ-0,2024-03-20,,128,1584,SER-FSDU-CFT-6F,2958
,,,,,128,1584,SER-FSDU-CFT-12F,1398
,,,,,128,1584,SER-FSDU-CFT-24F,2214
,,,,,128,1584,SER-FSDU-CFT-48F,0
,LGJ-0-KTK-11395,LGJ-0,2024-04-20,,40,480,SER-FSDU-CFT-6F,867
,,,,,40,480,SER-FSDU-CFT-12F,765
,,,,,40,480,SER-FSDU-CFT-24F,160
,,,,,40,480,SER-FSDU-CFT-48F,0
,LKZ-0-KTK-11396,LKZ-0,2025-06-20,,32,344,SER-FSDU-CFT-6F,1470
,,,,,32,344,SER-FSDU-CFT-12F,679
,,,,,32,344,SER-FSDU-CFT-24F,1021
,,,,,32,344,SER-FSDU-CFT-48F,0
,LYR-0-KTK-11397,LYR-0,2024-03-20,,251,2416,SER-FSDU-CFT-6F,7224
,,,,,251,2416,SER-FSDU-CFT-12F,4528
,,,,,251,2416,SER-FSDU-CFT-24F,4020
,,,,,251,2416,SER-FSDU-CFT-48F,0
,LYR-0-KTK-11397,LYR-0,2024-04-20,,18,200,SER-FSDU-CFT-6F,306
,,,,,18,200,SER-FSDU-CFT-12F,406
,,,,,18,200,SER-FSDU-CFT-24F,197
,,,,,18,200,SER-FSDU-CFT-48F,0
,MBN-0-KTK-11398,MBN-0,2025-01-20,,134,1120,SER-FSDU-CFT-6F,3392
,,,,,134,1120,SER-FSDU-CFT-12F,1855
,,,,,134,1120,SER-FSDU-CFT-24F,2877
,,,,,134,1120,SER-FSDU-CFT-48F,0
,MBN-0-KTK-11398,MBN-0,2025-01-21,,22,192,SER-FSDU-CFT-6F,742
,,,,,22,192,SER-FSDU-CFT-12F,282
,,,,,22,192,SER-FSDU-CFT-24F,283
,MDR-0-KTK-11399,MDR-0,2023-12-20,,43,592,SER-FSDU-CFT-6F,1378
,,,,,43,592,SER-FSDU-CFT-12F,504
,,,,,43,592,SER-FSDU-CFT-24F,741
,,,,,43,592,SER-FSDU-CFT-48F,0
,MDR-0-KTK-11399,MDR-0,2024-02-20,,61,832,SER-FSDU-CFT-6F,2528
,,,,,61,832,SER-FSDU-CFT-12F,536
,,,,,61,832,SER-FSDU-CFT-24F,1547
,,,,,61,832,SER-FSDU-CFT-48F,0
,MDR-0-KTK-11399,MDR-0,2024-03-20,,90,1304,SER-FSDU-CFT-6F,2259
,,,,,90,1304,SER-FSDU-CFT-12F,1376
,,,,,90,1304,SER-FSDU-CFT-24F,1563
,,,,,90,1304,SER-FSDU-CFT-48F,0
,MDR-0-KTK-11399,MDR-0,2024-09-20,,0,0,SER-FSDU-CFT-6F,155
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,MES-0-KTK-11400,MES-0,2024-10-20,,93,832,SER-FSDU-CFT-6F,3045
,,,,,93,832,SER-FSDU-CFT-12F,742
,,,,,93,832,SER-FSDU-CFT-24F,1917
,,,,,93,832,SER-FSDU-CFT-48F,0
,MES-0-KTK-11400,MES-0,2024-12-20,,14,128,SER-FSDU-CFT-6F,835
,,,,,14,128,SER-FSDU-CFT-12F,0
,,,,,14,128,SER-FSDU-CFT-24F,0
,,,,,14,128,SER-FSDU-CFT-48F,0
,MGS-0-KTK-11401,MGS-0,2024-12-20,,105,864,SER-FSDU-CFT-6F,4758
,,,,,105,864,SER-FSDU-CFT-12F,1246
,,,,,105,864,SER-FSDU-CFT-24F,2188
,,,,,105,864,SER-FSDU-CFT-48F,0
,MHK-0-KTK-11402,MHK-0,2023-12-20,,74,736,SER-FSDU-CFT-6F,2242
,,,,,74,736,SER-FSDU-CFT-12F,2003
,,,,,74,736,SER-FSDU-CFT-24F,403
,,,,,74,736,SER-FSDU-CFT-48F,0
,MIT-0-KTK-11403,MIT-0,2024-11-20,,57,456,SER-FSDU-CFT-6F,2430
,,,,,57,456,SER-FSDU-CFT-12F,846
,,,,,57,456,SER-FSDU-CFT-24F,706
,,,,,57,456,SER-FSDU-CFT-48F,0
,MKC-0-KTK-11404,MKC-0,2022-12-20,,152,1328,SER-FSDU-CFT-6F,7741
,,,,,152,1328,SER-FSDU-CFT-12F,2723
,,,,,152,1328,SER-FSDU-CFT-24F,3563
,,,,,152,1328,SER-FSDU-CFT-48F,0
,MKC-0-KTK-11404,MKC-0,2024-01-20,,44,680,SER-FSDU-CFT-6F,1893
,,,,,44,680,SER-FSDU-CFT-12F,306
,,,,,44,680,SER-FSDU-CFT-24F,0
,,,,,44,680,SER-FSDU-CFT-48F,0
,MKC-0-KTK-11404,MKC-0,2024-09-20,,23,360,SER-FSDU-CFT-6F,1213
,,,,,23,360,SER-FSDU-CFT-12F,0
,,,,,23,360,SER-FSDU-CFT-24F,0
,,,,,23,360,SER-FSDU-CFT-48F,0
,MLE-0-KTK-11405,MLE-0,2025-06-20,,128,1056,SER-FSDU-CFT-6F,2395
,,,,,128,1056,SER-FSDU-CFT-12F,1281
,,,,,128,1056,SER-FSDU-CFT-24F,1964
,,,,,128,1056,SER-FSDU-CFT-48F,1051
,MLT-0-KTK-11406,MLT-0,2024-07-20,,138,1248,SER-FSDU-CFT-6F,5149
,,,,,138,1248,SER-FSDU-CFT-12F,1459
,,,,,138,1248,SER-FSDU-CFT-24F,2414
,,,,,138,1248,SER-FSDU-CFT-48F,0
,MLT-0-KTK-11406,MLT-0,2025-06-20,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,304
,,,,,0,0,SER-FSDU-CFT-48F,0
,MNL-0-KTK-11407,MNL-0,2025-03-20,,76,656,SER-FSDU-CFT-6F,2869
,,,,,76,656,SER-FSDU-CFT-12F,655
,,,,,76,656,SER-FSDU-CFT-24F,1264
,,,,,76,656,SER-FSDU-CFT-48F,0
,MRH-0-KTK-11408,MRH-0,2024-05-20,,96,1176,SER-FSDU-CFT-6F,2947
,,,,,96,1176,SER-FSDU-CFT-12F,1595
,,,,,96,1176,SER-FSDU-CFT-24F,2619
,,,,,96,1176,SER-FSDU-CFT-48F,0
,MRH-0-KTK-11408,MRH-0,2024-06-20,,48,496,SER-FSDU-CFT-6F,1675
,,,,,48,496,SER-FSDU-CFT-12F,509
,,,,,48,496,SER-FSDU-CFT-24F,1280
,,,,,48,496,SER-FSDU-CFT-48F,0
,MRU-0-KTK-11409,MRU-0,2023-12-20,,81,712,SER-FSDU-CFT-6F,1927
,,,,,81,712,SER-FSDU-CFT-12F,2628
,,,,,81,712,SER-FSDU-CFT-24F,571
,,,,,81,712,SER-FSDU-CFT-48F,0
,MSC-0-KTK-11410,MSC-0,2024-07-20,,5,48,SER-FSDU-CFT-6F,0
,,,,,5,48,SER-FSDU-CFT-12F,723
,,,,,5,48,SER-FSDU-CFT-24F,0
,,,,,5,48,SER-FSDU-CFT-48F,0
,MSM-0-KTK-11411,MSM-0,2024-10-20,,130,1120,SER-FSDU-CFT-6F,4528
,,,,,130,1120,SER-FSDU-CFT-12F,1453
,,,,,130,1120,SER-FSDU-CFT-24F,2585
,,,,,130,1120,SER-FSDU-CFT-48F,0
,MSM-0-KTK-11411,MSM-0,2025-04-20,,18,144,SER-FSDU-CFT-6F,1022
,,,,,18,144,SER-FSDU-CFT-12F,149
,,,,,18,144,SER-FSDU-CFT-24F,0
,,,,,18,144,SER-FSDU-CFT-48F,0
,MSM-0-KTK-11411,MSM-0,2025-06-20,,27,216,SER-FSDU-CFT-6F,1555
,,,,,27,216,SER-FSDU-CFT-12F,68
,,,,,27,216,SER-FSDU-CFT-24F,0
,,,,,27,216,SER-FSDU-CFT-48F,0
,MSM-0-KTK-11411,MSM-0,2025-08-20,,8,64,SER-FSDU-CFT-6F,450
,,,,,8,64,SER-FSDU-CFT-12F,0
,,,,,8,64,SER-FSDU-CFT-24F,20
,,,,,8,64,SER-FSDU-CFT-48F,0
,MVA-0-KTK-11412,MVA-0,2024-03-20,,34,360,SER-FSDU-CFT-6F,982
,,,,,34,360,SER-FSDU-CFT-12F,652
,,,,,34,360,SER-FSDU-CFT-24F,638
,,,,,34,360,SER-FSDU-CFT-48F,0
,MVA-0-KTK-11412,MVA-0,2024-08-20,,157,1760,SER-FSDU-CFT-6F,4745
,,,,,157,1760,SER-FSDU-CFT-12F,3967
,,,,,157,1760,SER-FSDU-CFT-24F,3897
,,,,,157,1760,SER-FSDU-CFT-48F,0
,MVA-0-KTK-11412,MVA-0,2025-05-20,,12,192,SER-FSDU-CFT-6F,552
,,,,,12,192,SER-FSDU-CFT-12F,167
,,,,,12,192,SER-FSDU-CFT-24F,201
,,,,,12,192,SER-FSDU-CFT-48F,0
,MWP-0-KTK-11413,MWP-0,2024-01-20,,118,1136,SER-FSDU-CFT-6F,4266
,,,,,118,1136,SER-FSDU-CFT-12F,1092
,,,,,118,1136,SER-FSDU-CFT-24F,1256
,,,,,118,1136,SER-FSDU-CFT-48F,0
,MWP-0-KTK-11413,MWP-0,2025-02-20,,4,32,SER-FSDU-CFT-6F,179
,,,,,4,32,SER-FSDU-CFT-12F,0
,,,,,4,32,SER-FSDU-CFT-24F,0
,,,,,4,32,SER-FSDU-CFT-48F,0
,NAR-0-KTK-11414,NAR-0,2024-01-20,,258,2520,SER-FSDU-CFT-6F,7294
,,,,,258,2520,SER-FSDU-CFT-12F,5298
,,,,,258,2520,SER-FSDU-CFT-24F,4474
,,,,,258,2520,SER-FSDU-CFT-48F,0
,NBP-0-KTK-11415,NBP-0,2025-01-20,,158,2240,SER-FSDU-CFT-6F,3458
,,,,,158,2240,SER-FSDU-CFT-12F,2053
,,,,,158,2240,SER-FSDU-CFT-24F,2018
,,,,,158,2240,SER-FSDU-CFT-48F,0
,NBP-0-KTK-11415,NBP-0,2025-02-20,,64,832,SER-FSDU-CFT-6F,1066
,,,,,64,832,SER-FSDU-CFT-12F,747
,,,,,64,832,SER-FSDU-CFT-24F,1162
,,,,,64,832,SER-FSDU-CFT-48F,0
,NDZ-0-KTK-11417,NDZ-0,2025-08-20,,96,792,SER-FSDU-CFT-6F,2459
,,,,,96,792,SER-FSDU-CFT-12F,1555
,,,,,96,792,SER-FSDU-CFT-24F,1034
,,,,,96,792,SER-FSDU-CFT-48F,848
,NGR-0-KTK-11418,NGR-0,2022-11-20,,118,1680,SER-FSDU-CFT-6F,4955
,,,,,118,1680,SER-FSDU-CFT-12F,2342
,,,,,118,1680,SER-FSDU-CFT-24F,3998
,,,,,118,1680,SER-FSDU-CFT-48F,0
,NGX-0-KTK-11419,NGX-0,2024-12-20,,99,864,SER-FSDU-CFT-6F,3420
,,,,,99,864,SER-FSDU-CFT-12F,1056
,,,,,99,864,SER-FSDU-CFT-24F,1942
,,,,,99,864,SER-FSDU-CFT-48F,0
,NGX-0-KTK-11419,NGX-0,2025-02-20,,94,880,SER-FSDU-CFT-6F,4029
,,,,,94,880,SER-FSDU-CFT-12F,954
,,,,,94,880,SER-FSDU-CFT-24F,2155
,,,,,94,880,SER-FSDU-CFT-48F,0
,NGX-0-KTK-11419,NGX-0,2025-03-20,,5,40,SER-FSDU-CFT-6F,254
,,,,,5,40,SER-FSDU-CFT-12F,48
,,,,,5,40,SER-FSDU-CFT-24F,0
,,,,,5,40,SER-FSDU-CFT-48F,0
,NJC-0-KTK-11420,NJC-0,2024-06-20,,88,856,SER-FSDU-CFT-6F,1962
,,,,,88,856,SER-FSDU-CFT-12F,1777
,,,,,88,856,SER-FSDU-CFT-24F,1410
,,,,,88,856,SER-FSDU-CFT-48F,0
,NJC-0-KTK-11420,NJC-0,2024-07-20,,59,472,SER-FSDU-CFT-6F,1720
,,,,,59,472,SER-FSDU-CFT-12F,757
,,,,,59,472,SER-FSDU-CFT-24F,1030
,,,,,59,472,SER-FSDU-CFT-48F,0
,NJC-0-KTK-11420,NJC-0,2024-08-20,,14,128,SER-FSDU-CFT-6F,334
,,,,,14,128,SER-FSDU-CFT-12F,231
,,,,,14,128,SER-FSDU-CFT-24F,356
,,,,,14,128,SER-FSDU-CFT-48F,0
,NJC-0-KTK-11420,NJC-0,2024-12-20,,9,80,SER-FSDU-CFT-6F,517
,,,,,9,80,SER-FSDU-CFT-12F,0
,,,,,9,80,SER-FSDU-CFT-24F,36
,,,,,9,80,SER-FSDU-CFT-48F,0
,NJC-0-KTK-11420,NJC-0,2025-07-20,,5,64,SER-FSDU-CFT-6F,98
,,,,,5,64,SER-FSDU-CFT-12F,200
,,,,,5,64,SER-FSDU-CFT-24F,0
,,,,,5,64,SER-FSDU-CFT-48F,0
,NMR-0-KTK-11421,NMR-0,2024-05-20,,274,2728,SER-FSDU-CFT-6F,6485
,,,,,274,2728,SER-FSDU-CFT-12F,4141
,,,,,274,2728,SER-FSDU-CFT-24F,3623
,,,,,274,2728,SER-FSDU-CFT-48F,0
,NMR-0-KTK-11421,NMR-0,2024-09-20,,9,72,SER-FSDU-CFT-6F,187
,,,,,9,72,SER-FSDU-CFT-12F,198
,,,,,9,72,SER-FSDU-CFT-24F,0
,,,,,9,72,SER-FSDU-CFT-48F,0
,NMR-0-KTK-11421,NMR-0,2025-08-20,,2,16,SER-FSDU-CFT-6F,142
,,,,,2,16,SER-FSDU-CFT-12F,0
,,,,,2,16,SER-FSDU-CFT-24F,0
,,,,,2,16,SER-FSDU-CFT-48F,0
,NNB-0-KTK-11422,NNB-0,2023-03-20,,60,560,SER-FSDU-CFT-6F,2401
,,,,,60,560,SER-FSDU-CFT-12F,1387
,,,,,60,560,SER-FSDU-CFT-24F,65
,,,,,60,560,SER-FSDU-CFT-48F,0
,NNB-0-KTK-11422,NNB-0,2023-05-20,,32,312,SER-FSDU-CFT-6F,1815
,,,,,32,312,SER-FSDU-CFT-12F,326
,,,,,32,312,SER-FSDU-CFT-24F,0
,,,,,32,312,SER-FSDU-CFT-48F,0
,NNB-0-KTK-11422,NNB-0,2023-12-20,,65,864,SER-FSDU-CFT-6F,2151
,,,,,65,864,SER-FSDU-CFT-12F,1372
,,,,,65,864,SER-FSDU-CFT-24F,49
,,,,,65,864,SER-FSDU-CFT-48F,0
,NNB-0-KTK-11422,NNB-0,2025-06-20,,8,64,SER-FSDU-CFT-6F,366
,,,,,8,64,SER-FSDU-CFT-12F,75
,,,,,8,64,SER-FSDU-CFT-24F,0
,,,,,8,64,SER-FSDU-CFT-48F,0
,NNG-0-KTK-11423,NNG-0,2024-02-20,,62,664,SER-FSDU-CFT-6F,3012
,,,,,62,664,SER-FSDU-CFT-12F,514
,,,,,62,664,SER-FSDU-CFT-24F,1171
,,,,,62,664,SER-FSDU-CFT-48F,0
,NNG-0-KTK-11423,NNG-0,2024-06-20,,13,208,SER-FSDU-CFT-6F,321
,,,,,13,208,SER-FSDU-CFT-12F,351
,,,,,13,208,SER-FSDU-CFT-24F,125
,,,,,13,208,SER-FSDU-CFT-48F,0
,NNJ-0-KTK-11424,NNJ-0,2024-03-20,,49,456,SER-FSDU-CFT-6F,1001
,,,,,49,456,SER-FSDU-CFT-12F,1078
,,,,,49,456,SER-FSDU-CFT-24F,583
,,,,,49,456,SER-FSDU-CFT-48F,0
,NNJ-0-KTK-11424,NNJ-0,2024-12-20,,186,1512,SER-FSDU-CFT-6F,6569
,,,,,186,1512,SER-FSDU-CFT-12F,861
,,,,,186,1512,SER-FSDU-CFT-24F,2404
,,,,,186,1512,SER-FSDU-CFT-48F,0
,NR9-0-KTK-11425,NR9-0,2025-08-20,,128,1064,SER-FSDU-CFT-6F,3990
,,,,,128,1064,SER-FSDU-CFT-12F,1852
,,,,,128,1064,SER-FSDU-CFT-24F,2161
,,,,,128,1064,SER-FSDU-CFT-48F,1810
,NRL-0-KTK-11426,NRL-0,2023-12-20,,77,1016,SER-FSDU-CFT-6F,2214
,,,,,77,1016,SER-FSDU-CFT-12F,1290
,,,,,77,1016,SER-FSDU-CFT-24F,1003
,,,,,77,1016,SER-FSDU-CFT-48F,0
,NRL-0-KTK-11426,NRL-0,2025-04-20,,89,744,SER-FSDU-CFT-6F,3087
,,,,,89,744,SER-FSDU-CFT-12F,1650
,,,,,89,744,SER-FSDU-CFT-24F,768
,,,,,89,744,SER-FSDU-CFT-48F,706
,NRL-0-KTK-11426,NRL-0,2025-05-20,,40,360,SER-FSDU-CFT-6F,1304
,,,,,40,360,SER-FSDU-CFT-12F,836
,,,,,40,360,SER-FSDU-CFT-24F,0
,,,,,40,360,SER-FSDU-CFT-48F,1280
,NRL-0-KTK-11426,NRL-0,2025-06-20,,10,80,SER-FSDU-CFT-6F,369
,,,,,10,80,SER-FSDU-CFT-12F,67
,,,,,10,80,SER-FSDU-CFT-24F,0
,,,,,10,80,SER-FSDU-CFT-48F,0
,NRL-0-KTK-11426,NRL-0,2025-07-20,,1,8,SER-FSDU-CFT-6F,127
,,,,,1,8,SER-FSDU-CFT-12F,22
,,,,,1,8,SER-FSDU-CFT-24F,0
,,,,,1,8,SER-FSDU-CFT-48F,0
,OPX-0-KTK-11427,OPX-0,2024-07-20,,196,1640,SER-FSDU-CFT-6F,5563
,,,,,196,1640,SER-FSDU-CFT-12F,1557
,,,,,196,1640,SER-FSDU-CFT-24F,2596
,,,,,196,1640,SER-FSDU-CFT-48F,0
,OPX-0-KTK-11427,OPX-0,2024-08-20,,44,352,SER-FSDU-CFT-6F,1546
,,,,,44,352,SER-FSDU-CFT-12F,222
,,,,,44,352,SER-FSDU-CFT-24F,1069
,,,,,44,352,SER-FSDU-CFT-48F,0
,PDV-0-KTK-11428,PDV-0,2024-03-20,,90,984,SER-FSDU-CFT-6F,3405
,,,,,90,984,SER-FSDU-CFT-12F,1526
,,,,,90,984,SER-FSDU-CFT-24F,1853
,,,,,90,984,SER-FSDU-CFT-48F,0
,PDV-0-KTK-11428,PDV-0,2024-05-20,,79,1048,SER-FSDU-CFT-6F,1790
,,,,,79,1048,SER-FSDU-CFT-12F,2618
,,,,,79,1048,SER-FSDU-CFT-24F,1757
,,,,,79,1048,SER-FSDU-CFT-48F,0
,PDV-0-KTK-11428,PDV-0,2025-04-20,,6,72,SER-FSDU-CFT-6F,328
,,,,,6,72,SER-FSDU-CFT-12F,0
,,,,,6,72,SER-FSDU-CFT-24F,0
,,,,,6,72,SER-FSDU-CFT-48F,0
,PDV-0-KTK-11428,PDV-0,2025-06-20,,5,40,SER-FSDU-CFT-6F,332
,,,,,5,40,SER-FSDU-CFT-12F,0
,,,,,5,40,SER-FSDU-CFT-24F,0
,,,,,5,40,SER-FSDU-CFT-48F,0
,PFA-0-KTK-11429,PFA-0,2024-10-20,,95,824,SER-FSDU-CFT-6F,3060
,,,,,95,824,SER-FSDU-CFT-12F,914
,,,,,95,824,SER-FSDU-CFT-24F,1882
,,,,,95,824,SER-FSDU-CFT-48F,0
,PFA-0-KTK-11429,PFA-0,2025-01-20,,41,336,SER-FSDU-CFT-6F,2043
,,,,,41,336,SER-FSDU-CFT-12F,91
,,,,,41,336,SER-FSDU-CFT-24F,627
,,,,,41,336,SER-FSDU-CFT-48F,0
,PGR-0-KTK-11430,PGR-0,2024-07-20,,140,1224,SER-FSDU-CFT-6F,3668
,,,,,140,1224,SER-FSDU-CFT-12F,1564
,,,,,140,1224,SER-FSDU-CFT-24F,2972
,,,,,140,1224,SER-FSDU-CFT-48F,0
,PGR-0-KTK-11430,PGR-0,2025-09-02,,0,0,SER-FSDU-CFT-6F,303
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,PHP-0-KTK-11431,PHP-0,2024-01-20,,66,688,SER-FSDU-CFT-6F,2683
,,,,,66,688,SER-FSDU-CFT-12F,492
,,,,,66,688,SER-FSDU-CFT-24F,1448
,,,,,66,688,SER-FSDU-CFT-48F,0
,PLE-0-KTK-11432,PLE-0,2024-09-20,,187,1704,SER-FSDU-CFT-6F,3927
,,,,,187,1704,SER-FSDU-CFT-12F,2172
,,,,,187,1704,SER-FSDU-CFT-24F,3138
,,,,,187,1704,SER-FSDU-CFT-48F,0
,PLH-0-KTK-11433,PLH-0,2024-09-20,,125,1128,SER-FSDU-CFT-6F,5648
,,,,,125,1128,SER-FSDU-CFT-12F,1364
,,,,,125,1128,SER-FSDU-CFT-24F,2690
,,,,,125,1128,SER-FSDU-CFT-48F,0
,PLH-0-KTK-11433,PLH-0,2024-12-20,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,580
,,,,,0,0,SER-FSDU-CFT-48F,0
,PLH-0-KTK-11433,PLH-0,2025-07-20,,0,0,SER-FSDU-CFT-6F,303
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,PMP-0-KTK-11434,PMP-0,2024-03-20,,153,1496,SER-FSDU-CFT-6F,3473
,,,,,153,1496,SER-FSDU-CFT-12F,3521
,,,,,153,1496,SER-FSDU-CFT-24F,4538
,,,,,153,1496,SER-FSDU-CFT-48F,0
,PMP-0-KTK-11434,PMP-0,2024-05-20,,82,928,SER-FSDU-CFT-6F,2141
,,,,,82,928,SER-FSDU-CFT-12F,1646
,,,,,82,928,SER-FSDU-CFT-24F,3237
,,,,,82,928,SER-FSDU-CFT-48F,0
,PMP-0-KTK-11434,PMP-0,2025-02-20,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,238
,,,,,0,0,SER-FSDU-CFT-48F,0
,PMP-0-KTK-11434,PMP-0,2025-09-20,,0,0,SER-FSDU-CFT-6F,343
,,,,,0,0,SER-FSDU-CFT-12F,0
